,pos,g123
0,185756.747,0.1977040816326531
1,218856.211,0.21747448979591832
2,232126.84,0.2889030612244897
3,244195.418,0.2161989795918367
4,252514.115,0.11607142857142855
5,261151.719,0.28571428571428564
6,271265.402,0.36288265306122436
7,280790.205,0.30102040816326525
8,289164.448,0.3373724489795918
9,298160.99,0.4700255102040817
10,309338.294,0.19897959183673472
11,372700.109,0.3163265306122449
12,383988.079,0.19897959183673466
13,391934.996,0.4228316326530611
14,399140.053,0.3182397959183674
15,408148.354,0.15752551020408162
16,415532.89,0.26211734693877553
17,424607.954,0.2493622448979592
18,433795.699,0.14413265306122447
19,444965.502,0.21874999999999997
20,456466.996,0.13839285714285715
21,471194.127,0.09693877551020408
22,482582.806,0.11607142857142859
23,493084.211,0.039540816326530615
24,500033.751,0.045280612244897954
25,508711.192,0.05293367346938775
26,515446.917,0.059311224489795915
27,523081.996,0.04400510204081633
28,531289.947,0.0433673469387755
29,538580.315,0.039540816326530615
30,544722.446,0.0235969387755102
31,553037.603,0.049744897959183666
32,559902.604,0.057397959183673464
33,565136.601,0.028698979591836732
34,569915.268,0.03380102040816327
35,576186.278,0.04400510204081633
36,582826.184,0.060586734693877556
37,589405.332,0.04145408163265306
38,595132.888,0.0784438775510204
39,602821.694,0.05994897959183673
40,607136.703,0.06760204081632654
41,611219.52,0.032525510204081634
42,615464.764,0.03443877551020408
43,619795.312,0.056760204081632654
44,624987.177,0.03826530612244898
45,629813.327,0.04145408163265306
46,635016.856,0.07397959183673469
47,640138.284,0.05038265306122448
48,645620.265,0.045280612244897954
49,651351.638,0.04655612244897958
50,656619.95,0.05165816326530612
51,661686.798,0.032525510204081634
52,666646.568,0.037627551020408156
53,671130.506,0.04400510204081633
54,675295.993,0.032525510204081634
55,679546.181,0.0350765306122449
56,684083.702,0.0663265306122449
57,688021.014,0.05165816326530612
58,692707.153,0.052295918367346934
59,697548.787,0.054846938775510196
60,703958.161,0.05612244897959183
61,755526.67,0.03635204081632653
62,788635.083,0.028698979591836732
63,792405.349,0.04464285714285714
64,796152.325,0.05994897959183673
65,800636.235,0.04145408163265306
66,805496.413,0.04272959183673469
67,809960.268,0.029336734693877552
68,813875.856,0.033163265306122444
69,817570.159,0.022959183673469385
70,821366.437,0.026785714285714284
71,825652.134,0.02806122448979592
72,830088.388,0.026147959183673464
73,833967.155,0.02806122448979592
74,837682.173,0.029974489795918366
75,841404.356,0.0274234693877551
76,847139.596,0.04655612244897958
77,853208.072,0.026785714285714284
78,858055.749,0.02933673469387755
79,863976.761,0.026147959183673464
80,870194.335,0.03443877551020408
81,874786.525,0.030612244897959183
82,880001.629,0.04145408163265306
83,885293.287,0.04974489795918367
84,890025.18,0.04846938775510204
85,894133.534,0.06377551020408163
86,898093.888,0.039540816326530615
87,902303.619,0.03380102040816327
88,908859.066,0.04209183673469387
