,pos,g123
0,185756.747,0.31201171875
1,218856.211,0.4921875
2,232126.84,0.494140625
3,244195.418,0.7158203125
4,252514.115,0.578125
5,261151.719,0.79541015625
6,271265.402,0.7958984375
7,280790.205,0.46875
8,289164.448,0.6923828125
9,298160.99,0.8515625
10,309338.294,0.50439453125
11,372700.109,0.68896484375
12,383988.079,0.470703125
13,391934.996,0.6416015625
14,399140.053,0.591796875
15,408148.354,0.5263671875
16,415532.89,0.4189453125
17,424607.954,0.36865234375
18,433795.699,0.42138671875
19,444965.502,0.50244140625
20,456466.996,0.2275390625
21,471194.127,0.20361328125
22,482582.806,0.1435546875
23,493084.211,0.048828125
24,500033.751,0.27685546875
25,508711.192,0.2431640625
26,515446.917,0.20361328125
27,523081.996,0.26708984375
28,531289.947,0.32763671875
29,538580.315,0.3212890625
30,544722.446,0.1435546875
31,553037.603,0.2646484375
32,559902.604,0.14501953125
33,565136.601,0.2421875
34,569915.268,0.068359375
35,576186.278,0.115234375
36,582826.184,0.12548828125
37,589405.332,0.16845703125
38,595132.888,0.162109375
39,602821.694,0.11962890625
40,607136.703,0.0634765625
41,611219.52,0.052734375
42,615464.764,0.06591796875
43,619795.312,0.10546875
44,624987.177,0.07666015625
45,629813.327,0.08935546875
46,635016.856,0.08349609375
47,640138.284,0.103515625
48,645620.265,0.20556640625
49,651351.638,0.16552734375
50,656619.95,0.1259765625
51,661686.798,0.048828125
52,666646.568,0.12451171875
53,671130.506,0.24951171875
54,675295.993,0.1494140625
55,679546.181,0.24462890625
56,684083.702,0.2548828125
57,688021.014,0.3984375
58,692707.153,0.3837890625
59,697548.787,0.3125
60,703958.161,0.25048828125
61,755526.67,0.32763671875
62,788635.083,0.14404296875
63,792405.349,0.10205078125
64,796152.325,0.171875
65,800636.235,0.1337890625
66,805496.413,0.10791015625
67,809960.268,0.08154296875
68,813875.856,0.0849609375
69,817570.159,0.06103515625
70,821366.437,0.09033203125
71,825652.134,0.04638671875
72,830088.388,0.11962890625
73,833967.155,0.123046875
74,837682.173,0.2119140625
75,841404.356,0.27880859375
76,847139.596,0.3720703125
77,853208.072,0.2578125
78,858055.749,0.140625
79,863976.761,0.09814453125
80,870194.335,0.14404296875
81,874786.525,0.07421875
82,880001.629,0.177734375
83,885293.287,0.13232421875
84,890025.18,0.19140625
85,894133.534,0.42236328125
86,898093.888,0.44140625
87,902303.619,0.345703125
88,908859.066,0.18408203125
89,914085.688,0.29443359375
90,918239.97,0.2333984375
91,922608.38,0.0439453125
92,926604.446,0.3291015625
93,931147.557,0.16796875
94,934983.692,0.08984375
95,939081.71,0.07861328125
96,943040.665,0.0546875
97,946716.856,0.07666015625
98,950547.168,0.08740234375
99,954629.654,0.02880859375
100,958112.149,0.0576171875
101,961945.537,0.05078125
102,966170.477,0.07958984375
103,970594.312,0.05517578125
104,974771.609,0.0849609375
105,978848.66,0.18359375
106,982865.213,0.06201171875
107,986756.549,0.0439453125
108,990656.096,0.05078125
109,994850.616,0.03955078125
110,998831.818,0.083984375
111,1003074.225,0.162109375
112,1006918.158,0.236328125
113,1010749.33,0.109375
114,1015447.575,0.1611328125
115,1019963.526,0.28759765625
116,1024228.736,0.1943359375
117,1028024.105,0.0478515625
118,1031674.327,0.046875
119,1034821.644,0.1689453125
120,1038042.157,0.125
121,1041940.746,0.16455078125
122,1046690.09,0.19580078125
123,1050357.308,0.07373046875
124,1054060.038,0.02783203125
125,1057945.805,0.087890625
126,1062307.155,0.234375
127,1065678.002,0.10400390625
128,1069552.509,0.08740234375
129,1073328.597,0.03125
130,1077495.489,0.0341796875
131,1081361.176,0.0703125
132,1084970.556,0.06396484375
133,1089577.247,0.07373046875
134,1093383.126,0.04296875
135,1097710.061,0.01953125
136,1102706.14,0.0712890625
137,1106291.192,0.15576171875
138,1109869.621,0.0869140625
139,1114289.983,0.03271484375
140,1119858.835,0.0185546875
141,1125176.095,0.0302734375
142,1129857.347,0.0224609375
143,1133781.691,0.0263671875
144,1137641.509,0.04150390625
145,1141396.946,0.07763671875
146,1145009.791,0.06689453125
147,1149374.662,0.1171875
148,1154128.18,0.046875
149,1157983.562,0.0625
150,1162461.978,0.0341796875
151,1166364.855,0.041015625
152,1170149.936,0.0361328125
153,1174434.954,0.05615234375
154,1179836.978,0.03076171875
155,1185838.915,0.06591796875
156,1190242.329,0.09912109375
157,1193790.203,0.04931640625
158,1197136.39,0.0693359375
159,1200618.03,0.07568359375
160,1204646.498,0.04443359375
161,1208149.921,0.0458984375
162,1211620.516,0.0341796875
163,1215958.636,0.0390625
164,1220645.509,0.06982421875
165,1224667.524,0.0458984375
166,1228181.666,0.072265625
167,1231673.816,0.0849609375
168,1235456.989,0.15380859375
169,1239083.362,0.138671875
170,1242741.592,0.1787109375
171,1246300.925,0.1337890625
172,1250054.363,0.11181640625
173,1254409.671,0.08935546875
174,1258597.208,0.13623046875
175,1262987.529,0.09033203125
176,1267090.354,0.0849609375
177,1270590.883,0.15966796875
178,1274913.901,0.10888671875
179,1278627.4,0.19873046875
180,1282139.392,0.05712890625
181,1286684.293,0.09033203125
182,1290769.929,0.0810546875
183,1295791.302,0.1455078125
184,1303903.165,0.08740234375
185,1307662.821,0.07080078125
186,1311759.894,0.06201171875
187,1315958.246,0.04345703125
188,1319822.666,0.087890625
189,1323352.631,0.16162109375
190,1327270.681,0.1181640625
191,1332225.467,0.10205078125
192,1353920.512,0.13037109375
193,1375296.241,0.099609375
194,1379053.36,0.06494140625
195,1382941.185,0.05859375
196,1387154.406,0.05419921875
197,1391377.793,0.05615234375
198,1395423.853,0.0625
199,1399192.08,0.10205078125
200,1403336.776,0.11181640625
201,1407189.356,0.17431640625
202,1412281.011,0.091796875
203,1417420.453,0.07421875
204,1421081.47,0.07470703125
205,1424647.458,0.08154296875
206,1428840.938,0.11669921875
207,1433456.969,0.18408203125
208,1438190.552,0.1181640625
209,1442841.637,0.13037109375
210,1446634.463,0.10498046875
211,1450421.344,0.05419921875
212,1454252.719,0.07470703125
213,1457810.74,0.046875
214,1462022.567,0.060546875
215,1466098.764,0.13525390625
216,1473531.456,0.09228515625
217,1501157.063,0.2529296875
218,1506273.81,0.08642578125
219,1511373.84,0.166015625
220,1515661.032,0.09814453125
221,1519728.095,0.0556640625
222,1523895.954,0.0771484375
223,1529208.662,0.041015625
224,1532771.254,0.044921875
225,1536424.945,0.11767578125
226,1540647.138,0.05224609375
227,1544711.08,0.037109375
228,1548663.279,0.06103515625
229,1552965.333,0.0341796875
230,1556943.885,0.0419921875
231,1561061.309,0.07421875
232,1565033.912,0.033203125
233,1569108.075,0.0390625
234,1575446.886,0.0751953125
235,1580057.874,0.05908203125
236,1583653.491,0.05419921875
237,1587545.164,0.07275390625
238,1591408.326,0.06005859375
239,1595405.877,0.05712890625
240,1599371.503,0.06591796875
241,1603771.459,0.04931640625
242,1607510.757,0.072265625
243,1611515.171,0.18896484375
244,1615171.873,0.13671875
245,1619078.863,0.0712890625
246,1625020.51,0.052734375
247,1629902.111,0.1025390625
248,1634643.512,0.12109375
249,1640048.724,0.056640625
250,1644697.323,0.02197265625
251,1648674.201,0.0517578125
252,1653199.419,0.03515625
253,1657842.728,0.17333984375
254,1662161.889,0.22998046875
255,1669508.541,0.19189453125
256,1673710.498,0.37939453125
257,1677817.397,0.2333984375
258,1681892.997,0.1201171875
259,1686759.534,0.150390625
260,1690853.352,0.17919921875
261,1694831.401,0.07177734375
262,1699762.422,0.09619140625
263,1703882.176,0.052734375
264,1710214.998,0.03955078125
265,1720129.159,0.04833984375
266,1724826.899,0.1142578125
267,1735680.479,0.15185546875
268,1740823.086,0.04541015625
269,1747047.489,0.1494140625
270,1755381.731,0.22216796875
271,1761781.57,0.15771484375
272,1766802.346,0.12646484375
273,1772182.42,0.18310546875
274,1778427.135,0.0751953125
275,1782104.392,0.064453125
276,1786657.976,0.09912109375
277,1791138.823,0.05908203125
278,1795136.768,0.08544921875
279,1798745.015,0.048828125
280,1802058.59,0.0439453125
281,1805562.432,0.087890625
282,1814548.478,0.03955078125
283,1818935.857,0.06591796875
284,1823593.47,0.11767578125
285,1831790.903,0.05517578125
286,1858549.369,0.05615234375
287,1862475.592,0.0439453125
288,1866030.27,0.03271484375
289,1869381.33,0.0537109375
290,1873581.321,0.037109375
291,1878119.554,0.04248046875
292,1882225.536,0.1015625
293,1888528.485,0.20947265625
294,1893900.867,0.12744140625
295,1899330.515,0.08544921875
296,1904410.203,0.09765625
297,1909655.023,0.0615234375
298,1920440.706,0.078125
